ablation,n_combinations,sr_mean,sr_std,sr_min,sr_max,cbr_mean,cbr_std,cbr_min,cbr_max
attn_only,16,66.65684907117469,15.904093121661043,42.6093006065613,86.53061224489795,32.85813535081597,8.972932350905326,17.894736842105264,54.46927374301676
sem_only,16,98.53590500742668,0.7172437934544169,97.35169491525426,99.79591836734694,14.479511273232625,3.7108890620385324,8.031088082901555,19.579646017699115
full,16,96.16000105404491,2.0291526858689046,93.2604300280453,98.9795918367347,23.762771042332993,11.732537774560074,10.422163588390502,56.94789081885856
