method,dataset,token_budget,protocol,train_pos,test_pos,negative_set,llm_pool,n_train_neg,n_train_pos,detector,scope,n_test_neg,n_test_pos,test_neg_score_mean,test_pos_score_mean,test_neg_score_median,test_pos_score_median,AUROC,AUPR,TPR@5FPR
FlowCut,ScienceQA_MC,32,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,projector_trajectory,stage_trajectory,1000,500,-0.038548445983198655,1.2106726288416294,-0.24724897472231136,0.9216356468913915,0.79569,0.6435681131299394,0.226
FlowCut,ScienceQA_MC,32,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,llm_trajectory,stage_trajectory,1000,500,-0.03385263504474464,1.8242344298914255,-0.20537042664920985,1.3852751601218622,0.871418,0.7599460405967157,0.426
FlowCut,ScienceQA_MC,32,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,all_level_fused,fused,1000,500,-0.034516100012700265,2.619936841415769,-0.23594740988604734,2.339871845703537,0.95621,0.8914699334941322,0.596
FlowCut,TextVQA_Open,64,base_sanity,base,base,clean_clip_random_clip,image,1000,500,visual_trajectory,stage_trajectory,1000,500,-0.008582576844006767,4.176932857396317,-0.07754323974731617,4.267538379690414,0.990286,0.9795528066882057,0.982
FlowCut,TextVQA_Open,64,base_sanity,base,base,clean_clip_random_clip,image,1000,500,projector_trajectory,stage_trajectory,1000,500,0.045681534190756067,2.456706556783605,-0.021424597391332227,2.416291260294409,0.9204860000000001,0.8848223269351814,0.686
FlowCut,TextVQA_Open,64,base_sanity,base,base,clean_clip_random_clip,image,1000,500,llm_trajectory,stage_trajectory,1000,500,1.5380367420982923e-05,2.511620380926827,-0.01148567963001092,2.4304390623625807,0.9531919999999999,0.9261968146329376,0.814
FlowCut,TextVQA_Open,64,base_sanity,base,base,clean_clip_random_clip,image,1000,500,all_level_fused,fused,1000,500,0.016274692686563248,4.010210120153075,-0.029676538359406097,3.9972978330623206,0.994708,0.9894756016672245,0.988
FlowCut,TextVQA_Open,64,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,visual_trajectory,stage_trajectory,1000,500,-0.008582576844006767,2.7545264179693802,-0.07754323974731617,2.7650368819425015,0.97807,0.9325283466529357,0.946
FlowCut,TextVQA_Open,64,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,projector_trajectory,stage_trajectory,1000,500,0.045681534190756067,0.7619533647851631,-0.021424597391332227,0.7206248271461295,0.6962820000000001,0.5434581897671722,0.178
FlowCut,TextVQA_Open,64,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,llm_trajectory,stage_trajectory,1000,500,1.5380367420982923e-05,0.8946801844963729,-0.01148567963001092,0.8618309478930166,0.7385980000000001,0.5806428574328508,0.232
FlowCut,TextVQA_Open,64,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,all_level_fused,fused,1000,500,0.016274692686563248,1.9343002537498988,-0.029676538359406097,1.866321845808233,0.9339259999999999,0.8637549859104701,0.702
FlowCut,TextVQA_Open,64,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,visual_trajectory,stage_trajectory,1000,500,-0.0050141029164495875,2.9185454808903204,-0.08552121912088466,2.9121975292847546,0.983312,0.9351985458469931,0.96
FlowCut,TextVQA_Open,64,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,projector_trajectory,stage_trajectory,1000,500,0.03842545378147317,1.0831698682749156,-0.03995245137487424,0.9343677236968837,0.769226,0.6059034449233043,0.214
FlowCut,TextVQA_Open,64,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,llm_trajectory,stage_trajectory,1000,500,-0.008626738151290824,1.0602201576027301,-0.11194709794056387,0.9617768933909552,0.7811480000000001,0.6238695834160575,0.262
FlowCut,TextVQA_Open,64,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,all_level_fused,fused,1000,500,0.010539588157479315,2.1525741046377087,-0.09366121706233027,2.1954728199477063,0.940708,0.8650439759226362,0.706
FlowCut,VQAv2_MC,32,base_sanity,base,base,clean_clip_random_clip,image,1000,500,visual_trajectory,stage_trajectory,1000,500,-0.024492243659388093,7.165702193591996,-0.024589467625835318,7.235907722941541,0.999984,0.9999679910873538,1.0
FlowCut,VQAv2_MC,32,base_sanity,base,base,clean_clip_random_clip,image,1000,500,projector_trajectory,stage_trajectory,1000,500,-0.05793485207478929,2.4162071825474203,-0.0751856311098879,2.453760260646802,0.9221619999999999,0.8882990379360121,0.712
FlowCut,VQAv2_MC,32,base_sanity,base,base,clean_clip_random_clip,image,1000,500,llm_trajectory,stage_trajectory,1000,500,0.07315568936640622,2.422137443081151,0.029809267291003246,2.329424585102742,0.9113220000000001,0.8552660267625203,0.602
FlowCut,VQAv2_MC,32,base_sanity,base,base,clean_clip_random_clip,image,1000,500,all_level_fused,fused,1000,500,-0.004451800715823367,5.763917803058181,-0.03665403917185583,5.719634473555931,0.999502,0.999039610657942,0.998
FlowCut,VQAv2_MC,32,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,visual_trajectory,stage_trajectory,1000,500,-0.024492243659388093,4.197914388071382,-0.024589467625835318,4.111203079454697,0.998962,0.9977069881130217,1.0
FlowCut,VQAv2_MC,32,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,projector_trajectory,stage_trajectory,1000,500,-0.05793485207478929,0.3922889381937891,-0.0751856311098879,0.3964051683382349,0.623378,0.468246009841071,0.126
FlowCut,VQAv2_MC,32,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,llm_trajectory,stage_trajectory,1000,500,0.07315568936640622,0.9250645462584018,0.029809267291003246,0.8127021169440845,0.675924,0.5555280440483732,0.238
FlowCut,VQAv2_MC,32,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,all_level_fused,fused,1000,500,-0.004451800715823367,2.6482361455115977,-0.03665403917185583,2.5487006810832407,0.9478800000000001,0.9143301465638595,0.742
FlowCut,VQAv2_MC,32,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,visual_trajectory,stage_trajectory,1000,500,0.09095638229060063,3.8167695723995494,0.024877211184870317,3.8315718032582238,0.9961679999999999,0.9910492175728673,0.996
FlowCut,VQAv2_MC,32,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,projector_trajectory,stage_trajectory,1000,500,0.07044616813803437,1.3313815921531909,0.009027259966993308,1.1746575479426138,0.77803,0.6463989042687235,0.314
FlowCut,VQAv2_MC,32,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,llm_trajectory,stage_trajectory,1000,500,0.18695219307482375,1.1829076487200487,-0.15413005161371496,0.649422203468873,0.747344,0.5508620720881159,0.18
FlowCut,VQAv2_MC,32,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,all_level_fused,fused,1000,500,0.15773422351329788,2.8666888123447913,0.023660583525762044,2.7426518868361414,0.956866,0.8937540449894122,0.718
FlowCut,VQAv2_Open,64,base_sanity,base,base,clean_clip_random_clip,image,1000,500,visual_trajectory,stage_trajectory,1000,500,-0.036817871056919214,7.214718220999808,-0.08417969668898871,7.321655458801038,0.999834,0.9996734740499416,1.0
FlowCut,VQAv2_Open,64,base_sanity,base,base,clean_clip_random_clip,image,1000,500,projector_trajectory,stage_trajectory,1000,500,0.02391567981411458,3.4394265128789856,-0.017613621427898293,3.4445462638961613,0.947978,0.9309385046288959,0.824
FlowCut,VQAv2_Open,64,base_sanity,base,base,clean_clip_random_clip,image,1000,500,llm_trajectory,stage_trajectory,1000,500,0.19772427774067852,2.6599453111048743,-0.014119640053103712,2.519469784444948,0.9322079999999999,0.8408155805705595,0.626
FlowCut,VQAv2_Open,64,base_sanity,base,base,clean_clip_random_clip,image,1000,500,all_level_fused,fused,1000,500,0.08761039471737722,6.311219109395456,0.017382080018121443,6.275557152428286,0.9991459999999999,0.9983226755965477,0.996
FlowCut,VQAv2_Open,64,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,visual_trajectory,stage_trajectory,1000,500,-0.036817871056919214,4.074892950259062,-0.08417969668898871,4.151759699269142,0.991946,0.9843171612084339,0.982
FlowCut,VQAv2_Open,64,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,projector_trajectory,stage_trajectory,1000,500,0.02391567981411458,0.9079046831883011,-0.017613621427898293,0.9013430348002052,0.721026,0.594200469353801,0.278
FlowCut,VQAv2_Open,64,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,llm_trajectory,stage_trajectory,1000,500,0.19772427774067852,1.5011319528932676,-0.014119640053103712,1.3048148251498024,0.800932,0.6259527434135966,0.24
FlowCut,VQAv2_Open,64,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,all_level_fused,fused,1000,500,0.08761039471737722,3.0735484115721072,0.017382080018121443,3.0251729056332843,0.967474,0.9280427787653907,0.82
FlowCut,VQAv2_Open,64,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,visual_trajectory,stage_trajectory,1000,500,-0.10042535248161033,3.5957066263305024,-0.17764810113552296,3.548270356897766,0.994236,0.9791354950516392,1.0
FlowCut,VQAv2_Open,64,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,projector_trajectory,stage_trajectory,1000,500,0.010593079005899635,1.603455638865797,-0.09197559744448403,1.4531396708888618,0.8458580000000001,0.7439434027919403,0.394
FlowCut,VQAv2_Open,64,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,llm_trajectory,stage_trajectory,1000,500,0.1050595065800467,1.1965544842987104,-0.15749812683831432,0.9169706816265906,0.778982,0.5847653496308691,0.186
FlowCut,VQAv2_Open,64,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,all_level_fused,fused,1000,500,0.006823033349067217,2.8657989520477014,-0.07871805243993618,2.755626562969989,0.967576,0.9142109973646396,0.78
PruMerge,ScienceQA_MC,32,base_sanity,base,base,clean_clip_random_clip,image,1000,500,visual_trajectory,stage_trajectory,1000,500,0.007487558017921629,5.467226388403708,-0.08201838788952276,5.43056052962857,0.9987180000000001,0.9973436053413159,0.998
PruMerge,ScienceQA_MC,32,base_sanity,base,base,clean_clip_random_clip,image,1000,500,projector_trajectory,stage_trajectory,1000,500,0.011707346231725254,2.969205112321917,-0.005612572600256232,2.9046586143617557,0.953596,0.92702691327081,0.822
PruMerge,ScienceQA_MC,32,base_sanity,base,base,clean_clip_random_clip,image,1000,500,llm_trajectory,stage_trajectory,1000,500,0.008985968160274482,1.848634817851343,0.0799970330088231,1.9097152855719073,0.892846,0.8350409567785243,0.652
PruMerge,ScienceQA_MC,32,base_sanity,base,base,clean_clip_random_clip,image,1000,500,all_level_fused,fused,1000,500,0.01241390877428968,4.530657289778719,-0.02219565859154063,4.651490083569357,0.992478,0.9817389188541668,0.972
PruMerge,ScienceQA_MC,32,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,visual_trajectory,stage_trajectory,1000,500,0.007487558017921629,3.4110006432681748,-0.08201838788952276,3.188382275574899,0.9853820000000001,0.9607193864920125,0.968
PruMerge,ScienceQA_MC,32,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,projector_trajectory,stage_trajectory,1000,500,0.011707346231725254,1.0261639329012444,-0.005612572600256232,0.9229660594136131,0.7700780000000002,0.629139282516411,0.268
PruMerge,ScienceQA_MC,32,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,llm_trajectory,stage_trajectory,1000,500,0.008985968160274482,1.2319670264407223,0.0799970330088231,1.3742105752596163,0.816934,0.698000538640938,0.432
PruMerge,ScienceQA_MC,32,fata_unseen_base_dir,base,fata,clean_clip_random_clip,image,1000,500,all_level_fused,fused,1000,500,0.01241390877428968,2.4972996407119217,-0.02219565859154063,2.5782390654050014,0.95492,0.9069142617592888,0.8
PruMerge,ScienceQA_MC,32,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,visual_trajectory,stage_trajectory,1000,500,-0.013361307414977317,3.4748678291233905,-0.3169931853439568,3.2417595877401526,0.986468,0.9659302113084112,0.96
PruMerge,ScienceQA_MC,32,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,projector_trajectory,stage_trajectory,1000,500,0.024014152302099703,1.3771016950835404,-0.023902482766424763,1.3694579669273494,0.80772,0.7239689000746334,0.442
PruMerge,ScienceQA_MC,32,fata_aware,fata,fata,clean_clip_random_clip,image,1000,500,llm_trajectory,stage_trajectory,1000,500,0.007682402787325472,1.4207545456742559,0.104461328812677,1.5399264540067832,0.8372200000000001,0.752657052272731,0.544
