method,dataset,token_budget,protocol,train_attack,test_attack,llm_pool,n_train_attack,n_test_attack,detector,scope,n_test_neg,n_test_pos,test_neg_score_mean,test_pos_score_mean,AUROC,AUPR,TPR@5FPR
DivPrune,VQAv2_Open,64,cage_unseen_base_dir,base,cage,image,500,500,all_level_fused,fused,1000,500,-0.08939495706780633,4.136990648958085,0.9987820000000001,0.9976598858744092,0.996
DivPrune,VQAv2_Open,64,caa_unseen_base_dir,base,caa,image,500,500,visual_trajectory,stage,1000,500,-0.036817871056919214,4.808752836582078,0.9824719999999999,0.980445053640818,0.958
DivPrune,VQAv2_Open,64,caa_unseen_base_dir,base,caa,image,500,500,projector_trajectory,stage,1000,500,-0.041313620187139605,0.11767946108442294,0.561558,0.37750620111659083,0.072
DivPrune,VQAv2_Open,64,caa_unseen_base_dir,base,caa,image,500,500,llm_trajectory,stage,1000,500,-0.19005337995936014,0.5239815387676752,0.7080380000000001,0.48615082189768805,0.108
DivPrune,VQAv2_Open,64,caa_unseen_base_dir,base,caa,image,500,500,all_level_fused,fused,1000,500,-0.08939495706780633,1.8168046121447257,0.943296,0.8910285153855803,0.746
DivPrune,VQAv2_Open,64,fata_unseen_base_dir,base,fata,image,500,500,visual_trajectory,stage,1000,500,-0.036817871056919214,4.074892950259062,0.991946,0.9843171612084339,0.982
DivPrune,VQAv2_Open,64,fata_unseen_base_dir,base,fata,image,500,500,projector_trajectory,stage,1000,500,-0.041313620187139605,0.6099841097593192,0.6829240000000001,0.5254220802909413,0.186
DivPrune,VQAv2_Open,64,fata_unseen_base_dir,base,fata,image,500,500,llm_trajectory,stage,1000,500,-0.19005337995936014,0.39816585617552164,0.662892,0.48287251447923274,0.136
DivPrune,VQAv2_Open,64,fata_unseen_base_dir,base,fata,image,500,500,all_level_fused,fused,1000,500,-0.08939495706780633,1.6943476387313012,0.934078,0.8645667688321625,0.64
DivPrune,VQAv2_Open,64,cage_aware,cage,cage,image,500,500,visual_trajectory,stage,1000,500,0.017409042088452124,10.291922015245644,1.0,1.0,1.0
DivPrune,VQAv2_Open,64,cage_aware,cage,cage,image,500,500,projector_trajectory,stage,1000,500,-0.01184467424276892,6.815664869522683,0.998002,0.9958090794288521,1.0
DivPrune,VQAv2_Open,64,cage_aware,cage,cage,image,500,500,llm_trajectory,stage,1000,500,0.07518808329788623,5.949337809686337,0.999274,0.9985947371679409,1.0
DivPrune,VQAv2_Open,64,cage_aware,cage,cage,image,500,500,all_level_fused,fused,1000,500,0.02691748371452313,7.685641564818221,0.999962,0.9999241624526976,1.0
DivPrune,VQAv2_Open,64,caa_aware,caa,caa,image,500,500,visual_trajectory,stage,1000,500,-0.15148220443822222,5.749364902172923,0.9653239999999998,0.9692276477837307,0.94
DivPrune,VQAv2_Open,64,caa_aware,caa,caa,image,500,500,projector_trajectory,stage,1000,500,-0.35292227138385535,0.8723573986568797,0.793626,0.6952541238353249,0.378
DivPrune,VQAv2_Open,64,caa_aware,caa,caa,image,500,500,llm_trajectory,stage,1000,500,-0.35686564659511816,0.5927877744972051,0.7621,0.6217027762666663,0.29
DivPrune,VQAv2_Open,64,caa_aware,caa,caa,image,500,500,all_level_fused,fused,1000,500,-0.28709004080573186,2.404836691775669,0.95399,0.9449236992305526,0.844
DivPrune,VQAv2_Open,64,fata_aware,fata,fata,image,500,500,visual_trajectory,stage,1000,500,-0.10042535248161033,3.5957066263305024,0.994236,0.9791354950516392,1.0
DivPrune,VQAv2_Open,64,fata_aware,fata,fata,image,500,500,projector_trajectory,stage,1000,500,-0.2871709709437068,0.5536830329872843,0.71632,0.5720655295974443,0.21
DivPrune,VQAv2_Open,64,fata_aware,fata,fata,image,500,500,llm_trajectory,stage,1000,500,-0.3036126604921818,0.35867218565455233,0.684964,0.5331837662193218,0.188
DivPrune,VQAv2_Open,64,fata_aware,fata,fata,image,500,500,all_level_fused,fused,1000,500,-0.2304029946391663,1.5026872816574464,0.919144,0.8540110289802488,0.578
FlowCut,ScienceQA_MC,32,base_sanity,base,base,image,500,500,visual_trajectory,stage,1000,500,0.007487558017921629,5.467226388403708,0.9987180000000001,0.9973436053413159,0.998
FlowCut,ScienceQA_MC,32,base_sanity,base,base,image,500,500,projector_trajectory,stage,1000,500,-0.019604299853727553,2.9455292863387967,0.931722,0.9018707454403309,0.74
FlowCut,ScienceQA_MC,32,base_sanity,base,base,image,500,500,llm_trajectory,stage,1000,500,-0.0489302859560943,3.253633183095907,0.97669,0.9608621073951741,0.888
FlowCut,ScienceQA_MC,32,base_sanity,base,base,image,500,500,all_level_fused,fused,1000,500,-0.020349009263966763,3.8887962859461367,0.996562,0.9932510226010594,0.98
FlowCut,ScienceQA_MC,32,cage_unseen_base_dir,base,cage,image,500,500,visual_trajectory,stage,1000,500,0.007487558017921629,6.413753057607093,0.9998800000000001,0.9997581229559562,1.0
FlowCut,ScienceQA_MC,32,cage_unseen_base_dir,base,cage,image,500,500,projector_trajectory,stage,1000,500,-0.019604299853727553,1.9350770060624356,0.941222,0.8503000623309896,0.664
FlowCut,ScienceQA_MC,32,cage_unseen_base_dir,base,cage,image,500,500,llm_trajectory,stage,1000,500,-0.0489302859560943,3.6682606630204364,0.9940640000000001,0.9869519242057638,0.986
FlowCut,ScienceQA_MC,32,cage_unseen_base_dir,base,cage,image,500,500,all_level_fused,fused,1000,500,-0.020349009263966763,4.005696908896655,0.999726,0.9994288716227129,1.0
FlowCut,ScienceQA_MC,32,caa_unseen_base_dir,base,caa,image,500,496,visual_trajectory,stage,992,496,0.00798702759087659,3.156288553254407,0.9701360887096775,0.9371188562227721,0.8830645161290323
FlowCut,ScienceQA_MC,32,caa_unseen_base_dir,base,caa,image,500,496,projector_trajectory,stage,992,496,-0.024040452831502804,0.00428491058499674,0.512549996748179,0.34142667714275,0.06048387096774194
FlowCut,ScienceQA_MC,32,caa_unseen_base_dir,base,caa,image,500,496,llm_trajectory,stage,992,496,-0.04566122118370045,0.5203954020993115,0.6530124056971904,0.4788959565961768,0.16129032258064516
FlowCut,ScienceQA_MC,32,caa_unseen_base_dir,base,caa,image,500,496,all_level_fused,fused,992,496,-0.020571548808108887,1.2269896219795717,0.8747357895421436,0.7289928086323794,0.3709677419354839
