method,dataset,token_budget,protocol,train_attack,test_attack,llm_pool,n_train_attack,n_test_attack,detector,scope,n_test_neg,n_test_pos,test_neg_score_mean,test_pos_score_mean,AUROC,AUPR,TPR@5FPR
DivPrune,ScienceQA_MC,32,fata_aware,fata,fata,image,500,500,llm_image_l24,layer,1000,500,-0.11712258599768392,0.24629379280377178,0.639838,0.522630285570326,0.218
DivPrune,ScienceQA_MC,32,fata_aware,fata,fata,image,500,500,llm_image_l32,layer,1000,500,-0.14741272537317127,0.369497419106774,0.6541419999999999,0.5062012921482896,0.194
DivPrune,ScienceQA_MC,32,fata_aware,fata,fata,image,500,500,visual_trajectory,stage,1000,500,-0.013361307414977317,3.4748678291233905,0.986468,0.9659302113084112,0.96
DivPrune,ScienceQA_MC,32,fata_aware,fata,fata,image,500,500,projector_trajectory,stage,1000,500,-0.11126423099127376,0.33787928305928017,0.633446,0.46291648867206137,0.128
DivPrune,ScienceQA_MC,32,fata_aware,fata,fata,image,500,500,llm_trajectory,stage,1000,500,-0.12078822322598678,0.24230665296269568,0.627812,0.49234245672056226,0.17
DivPrune,ScienceQA_MC,32,fata_aware,fata,fata,image,500,500,all_level_fused,fused,1000,500,-0.08180458721074596,1.3516845883817887,0.8896439999999999,0.8254382333166841,0.582
DivPrune,TextVQA_Open,64,base_sanity,base,base,image,500,500,vis_l06,layer,1000,500,0.00590861951559782,4.017417019367218,0.9998980000000001,0.999805811728426,1.0
DivPrune,TextVQA_Open,64,base_sanity,base,base,image,500,500,vis_l12,layer,1000,500,-0.023344911770080218,4.135136439323425,0.9762860000000001,0.9693608327694678,0.956
DivPrune,TextVQA_Open,64,base_sanity,base,base,image,500,500,vis_l18,layer,1000,500,0.018641448749112898,2.1876230252534152,0.950512,0.8622883138998952,0.754
DivPrune,TextVQA_Open,64,base_sanity,base,base,image,500,500,vis_l24,layer,1000,500,-0.035656158953395786,2.392631549783051,0.949654,0.9207428090748766,0.794
DivPrune,TextVQA_Open,64,base_sanity,base,base,image,500,500,proj_in,layer,1000,500,-0.01258259055018425,1.7037071057343856,0.852622,0.7776833352571835,0.476
DivPrune,TextVQA_Open,64,base_sanity,base,base,image,500,500,proj_out,layer,1000,500,-0.04051467580907047,0.5663267090362497,0.678016,0.6170336859932031,0.348
DivPrune,TextVQA_Open,64,base_sanity,base,base,image,500,500,llm_image_l08,layer,1000,500,-0.03876510423840955,0.46161910507362336,0.665492,0.6145518607339814,0.36
DivPrune,TextVQA_Open,64,base_sanity,base,base,image,500,500,llm_image_l16,layer,1000,500,-0.015973647955805064,0.4434246417442337,0.662382,0.6170256518244837,0.378
